,NAME,Median Home Value,Household Income,Population,Median Age,Per Capita Income,State,County
2699,"Jackson County, Mississippi",129400.0,51142.0,142014.0,38.8,25341.0,Mississippi,Jackson County
2700,"Tunica County, Mississippi",101600.0,37822.0,10170.0,33.9,19115.0,Mississippi,Tunica County
2701,"Claiborne County, Mississippi",63000.0,26732.0,9120.0,33.7,13503.0,Mississippi,Claiborne County
2702,"Lauderdale County, Mississippi",93100.0,41704.0,77323.0,37.8,23741.0,Mississippi,Lauderdale County
2703,"Simpson County, Mississippi",84200.0,37946.0,27073.0,39.2,20495.0,Mississippi,Simpson County
2704,"Attala County, Mississippi",76000.0,34756.0,18581.0,39.7,20936.0,Mississippi,Attala County
2705,"Coahoma County, Mississippi",67200.0,30009.0,23802.0,34.2,17518.0,Mississippi,Coahoma County
2706,"Walthall County, Mississippi",90400.0,29804.0,14601.0,39.9,20337.0,Mississippi,Walthall County
2707,"Pontotoc County, Mississippi",102700.0,41379.0,31315.0,36.4,20401.0,Mississippi,Pontotoc County
2708,"Alcorn County, Mississippi",92400.0,40180.0,37180.0,39.7,21321.0,Mississippi,Alcorn County
2709,"DeSoto County, Mississippi",162000.0,65169.0,176132.0,36.7,29190.0,Mississippi,DeSoto County
2710,"Mercer County, Missouri",87500.0,44085.0,3664.0,43.0,22097.0,Missouri,Mercer County
2711,"Clay County, Missouri",167700.0,68367.0,239164.0,37.1,33342.0,Missouri,Clay County
2712,"Dent County, Missouri",110900.0,39916.0,15504.0,44.4,22581.0,Missouri,Dent County
2713,"Worth County, Missouri",66000.0,52500.0,2040.0,47.9,24159.0,Missouri,Worth County
2714,"St. Louis city, Missouri",131900.0,41107.0,311273.0,35.5,28478.0,Missouri,St. Louis city
2715,"Butler County, Missouri",109800.0,39058.0,42733.0,40.1,21286.0,Missouri,Butler County
2716,"Holt County, Missouri",96100.0,45610.0,4456.0,48.4,25517.0,Missouri,Holt County
2717,"Montgomery County, Missouri",104900.0,45862.0,11545.0,44.0,22980.0,Missouri,Montgomery County
2718,"Stoddard County, Missouri",99300.0,40567.0,29512.0,41.4,22205.0,Missouri,Stoddard County
2719,"Washington County, Missouri",93700.0,39621.0,24931.0,40.7,18915.0,Missouri,Washington County
2720,"DeKalb County, Missouri",113500.0,50000.0,12564.0,40.2,19524.0,Missouri,DeKalb County
2721,"Lafayette County, Missouri",127300.0,54661.0,32589.0,42.3,28056.0,Missouri,Lafayette County
2722,"Schuyler County, Missouri",70500.0,39697.0,4502.0,39.3,19316.0,Missouri,Schuyler County
2723,"Camden County, Missouri",183500.0,52087.0,45096.0,51.1,27385.0,Missouri,Camden County
2724,"Jasper County, Missouri",115900.0,46929.0,119238.0,36.0,24086.0,Missouri,Jasper County
2725,"McDonald County, Missouri",97400.0,42019.0,22827.0,38.3,20270.0,Missouri,McDonald County
2726,"Polk County, Missouri",125700.0,44892.0,31549.0,37.5,22575.0,Missouri,Polk County
2727,"Reynolds County, Missouri",95100.0,40929.0,6315.0,46.1,22693.0,Missouri,Reynolds County
2728,"Scott County, Missouri",106300.0,42231.0,38729.0,39.9,23185.0,Missouri,Scott County
2729,"Barton County, Missouri",96100.0,41625.0,11850.0,41.4,25938.0,Missouri,Barton County
2730,"Cole County, Missouri",160300.0,57587.0,76740.0,38.5,29433.0,Missouri,Cole County
2731,"Gasconade County, Missouri",133200.0,53439.0,14746.0,45.8,27240.0,Missouri,Gasconade County
2732,"Macon County, Missouri",95600.0,40007.0,15254.0,43.3,21118.0,Missouri,Macon County
2733,"Pemiscot County, Missouri",78600.0,33390.0,17031.0,37.8,19876.0,Missouri,Pemiscot County
2734,"Shannon County, Missouri",110100.0,32180.0,8246.0,45.1,18066.0,Missouri,Shannon County
2735,"Douglas County, Missouri",113200.0,34372.0,13374.0,47.6,19164.0,Missouri,Douglas County
2736,"Henry County, Missouri",102300.0,43911.0,21765.0,44.2,25244.0,Missouri,Henry County
2737,"Lawrence County, Missouri",105700.0,43373.0,38133.0,39.6,22341.0,Missouri,Lawrence County
2738,"Chouteau County, Montana",137200.0,40942.0,5789.0,40.9,22661.0,Montana,Chouteau County
2739,"Lincoln County, Montana",190500.0,38287.0,19358.0,52.6,24082.0,Montana,Lincoln County
2740,"Treasure County, Montana",100000.0,42292.0,777.0,52.1,26348.0,Montana,Treasure County
2741,"Sweet Grass County, Montana",242100.0,49514.0,3653.0,51.5,29649.0,Montana,Sweet Grass County
2742,"Prairie County, Montana",109400.0,47250.0,1342.0,51.8,28087.0,Montana,Prairie County
2743,"Glacier County, Montana",109800.0,31029.0,13699.0,31.4,17219.0,Montana,Glacier County
2744,"Golden Valley County, Montana",105100.0,39952.0,724.0,56.0,27476.0,Montana,Golden Valley County
2745,"Stillwater County, Montana",246600.0,63785.0,9410.0,46.6,32061.0,Montana,Stillwater County
2746,"Granite County, Montana",216500.0,48958.0,3269.0,54.3,29074.0,Montana,Granite County
2747,"Madison County, Montana",254900.0,50247.0,8218.0,52.6,34014.0,Montana,Madison County
2748,"Sheridan County, Montana",135900.0,54321.0,3574.0,44.9,33711.0,Montana,Sheridan County
2749,"Big Horn County, Montana",110900.0,46365.0,13376.0,30.8,18560.0,Montana,Big Horn County
2750,"Garfield County, Montana",105800.0,45893.0,1141.0,43.2,27291.0,Montana,Garfield County
2751,"Lewis and Clark County, Montana",230600.0,62130.0,67077.0,41.0,32433.0,Montana,Lewis and Clark County
2752,"Missoula County, Montana",271400.0,51270.0,115983.0,35.6,30636.0,Montana,Missoula County
2753,"Cascade County, Montana",171700.0,48160.0,81746.0,38.2,29212.0,Montana,Cascade County
2754,"Powell County, Montana",149500.0,49652.0,6861.0,45.3,25060.0,Montana,Powell County
2755,"Gallatin County, Montana",330400.0,61499.0,104729.0,33.5,34331.0,Montana,Gallatin County
2756,"Beaverhead County, Montana",194900.0,44809.0,9393.0,42.1,28941.0,Montana,Beaverhead County
2757,"Musselshell County, Montana",180400.0,41612.0,4807.0,48.0,22737.0,Montana,Musselshell County
2758,"Sheridan County, Nebraska",72300.0,41719.0,5234.0,45.9,27304.0,Nebraska,Sheridan County
2759,"Nuckolls County, Nebraska",70800.0,42049.0,4275.0,49.3,26735.0,Nebraska,Nuckolls County
2760,"Frontier County, Nebraska",100200.0,51855.0,2609.0,45.5,28583.0,Nebraska,Frontier County
2761,"Douglas County, Nebraska",161400.0,61688.0,554992.0,34.5,33734.0,Nebraska,Douglas County
2762,"Chase County, Nebraska",122700.0,55833.0,3734.0,45.6,29526.0,Nebraska,Chase County
2763,"Arthur County, Nebraska",104600.0,43854.0,418.0,47.1,26514.0,Nebraska,Arthur County
2764,"Franklin County, Nebraska",65200.0,49235.0,3006.0,50.7,27757.0,Nebraska,Franklin County
2765,"Jefferson County, Nebraska",80100.0,43295.0,7188.0,45.7,26439.0,Nebraska,Jefferson County
2766,"Loup County, Nebraska",122600.0,53125.0,585.0,56.9,28299.0,Nebraska,Loup County
2767,"Phelps County, Nebraska",127000.0,57241.0,9120.0,42.6,30814.0,Nebraska,Phelps County
2768,"Scotts Bluff County, Nebraska",121900.0,50157.0,36255.0,39.5,28089.0,Nebraska,Scotts Bluff County
2769,"Kimball County, Nebraska",79800.0,43856.0,3667.0,45.6,23870.0,Nebraska,Kimball County
2770,"Merrick County, Nebraska",100800.0,54197.0,7803.0,43.6,29038.0,Nebraska,Merrick County
2771,"Burt County, Nebraska",94600.0,51482.0,6528.0,46.2,28499.0,Nebraska,Burt County
2772,"Cuming County, Nebraska",115200.0,55190.0,8991.0,43.6,29306.0,Nebraska,Cuming County
2773,"Grant County, Nebraska",57700.0,39479.0,718.0,45.3,22640.0,Nebraska,Grant County
2774,"Hayes County, Nebraska",62500.0,45515.0,943.0,44.4,26369.0,Nebraska,Hayes County
2775,"Cedar County, Nebraska",121000.0,58978.0,8523.0,43.6,29494.0,Nebraska,Cedar County
2776,"Johnson County, Nebraska",83200.0,52794.0,5197.0,40.6,23652.0,Nebraska,Johnson County
2777,"Garfield County, Nebraska",98500.0,48545.0,1975.0,51.4,27109.0,Nebraska,Garfield County
2778,"Pawnee County, Nebraska",71600.0,46314.0,2676.0,50.0,26609.0,Nebraska,Pawnee County
2779,"Wheeler County, Nebraska",89000.0,52083.0,822.0,49.8,27832.0,Nebraska,Wheeler County
2780,"York County, Nebraska",127500.0,59779.0,13799.0,40.2,31577.0,Nebraska,York County
2781,"Colfax County, Nebraska",87800.0,56528.0,10760.0,34.3,22407.0,Nebraska,Colfax County
2782,"Logan County, Nebraska",110800.0,51607.0,886.0,38.9,24813.0,Nebraska,Logan County
2783,"Polk County, Nebraska",100200.0,61962.0,5255.0,45.2,30403.0,Nebraska,Polk County
2784,"Brown County, Nebraska",80100.0,41550.0,2988.0,51.1,28860.0,Nebraska,Brown County
2785,"Lander County, Nevada",185300.0,93583.0,5746.0,37.2,33329.0,Nevada,Lander County
2786,"Eureka County, Nevada",84400.0,77625.0,1830.0,47.3,34590.0,Nevada,Eureka County
2787,"Mercer County, New Jersey",284200.0,79990.0,368762.0,38.7,42155.0,New Jersey,Mercer County
2788,"Somerset County, New Jersey",420500.0,111772.0,330176.0,41.6,54393.0,New Jersey,Somerset County
2789,"Atlantic County, New Jersey",218300.0,59989.0,268539.0,41.5,31366.0,New Jersey,Atlantic County
2790,"Middlesex County, New Jersey",336200.0,85954.0,826698.0,38.4,38140.0,New Jersey,Middlesex County
2791,"Cape May County, New Jersey",296600.0,63690.0,93705.0,49.3,38496.0,New Jersey,Cape May County
2792,"Union County, New Jersey",357300.0,77095.0,553066.0,38.5,40201.0,New Jersey,Union County
2793,"Hunterdon County, New Jersey",402800.0,112535.0,125051.0,46.2,54984.0,New Jersey,Hunterdon County
2794,"Los Alamos County, New Mexico",292200.0,115248.0,18356.0,42.5,56410.0,New Mexico,Los Alamos County
2795,"Valencia County, New Mexico",136000.0,45084.0,75956.0,39.1,21934.0,New Mexico,Valencia County
2796,"Bernalillo County, New Mexico",194300.0,51643.0,677692.0,37.3,29415.0,New Mexico,Bernalillo County
2797,"De Baca County, New Mexico",95600.0,31028.0,2060.0,37.0,19215.0,New Mexico,De Baca County
2798,"Hidalgo County, New Mexico",83400.0,36339.0,4371.0,43.3,20275.0,New Mexico,Hidalgo County
2799,"Sandoval County, New Mexico",191300.0,59420.0,140769.0,39.9,27549.0,New Mexico,Sandoval County
2800,"Curry County, New Mexico",127700.0,46182.0,50199.0,31.1,23729.0,New Mexico,Curry County
2801,"Harding County, New Mexico",83000.0,30875.0,459.0,60.1,32424.0,New Mexico,Harding County
2802,"San Juan County, New Mexico",150400.0,50582.0,127455.0,35.0,23206.0,New Mexico,San Juan County
2803,"Chaves County, New Mexico",108700.0,43197.0,65459.0,35.6,21356.0,New Mexico,Chaves County
2804,"Union County, New Mexico",81300.0,37936.0,4175.0,40.6,23968.0,New Mexico,Union County
2805,"Roosevelt County, New Mexico",113800.0,40775.0,19117.0,29.8,19849.0,New Mexico,Roosevelt County
2806,"Bronx County, New York",382900.0,38085.0,1437872.0,33.9,20850.0,New York,Bronx County
2807,"Fulton County, New York",108700.0,50248.0,53743.0,43.8,26875.0,New York,Fulton County
2808,"Rensselaer County, New York",185100.0,65851.0,159431.0,39.9,34280.0,New York,Rensselaer County
2809,"Dutchess County, New York",278100.0,78028.0,293894.0,42.0,38048.0,New York,Dutchess County
2810,"Herkimer County, New York",97200.0,51862.0,62505.0,44.0,26151.0,New York,Herkimer County
2811,"St. Lawrence County, New York",91600.0,49305.0,109558.0,38.9,24473.0,New York,St. Lawrence County
2812,"Warren County, New York",193800.0,59813.0,64480.0,46.4,33605.0,New York,Warren County
2813,"Monroe County, New York",144700.0,57479.0,744248.0,38.9,32502.0,New York,Monroe County
2814,"Ulster County, New York",225500.0,63348.0,179303.0,43.7,33879.0,New York,Ulster County
2815,"Livingston County, New York",126700.0,56071.0,63907.0,40.8,27073.0,New York,Livingston County
2816,"Greene County, New York",174700.0,53617.0,47617.0,45.8,27271.0,New York,Greene County
2817,"Allegany County, New York",73900.0,47033.0,47025.0,38.8,23030.0,New York,Allegany County
2818,"Cattaraugus County, New York",86200.0,47240.0,77686.0,42.0,24628.0,New York,Cattaraugus County
2819,"Schenectady County, New York",165400.0,63785.0,154883.0,39.9,31412.0,New York,Schenectady County
2820,"Yates County, New York",128800.0,54343.0,25009.0,41.3,27512.0,New York,Yates County
2821,"Haywood County, North Carolina",175600.0,49800.0,60433.0,47.6,29453.0,North Carolina,Haywood County
2822,"Alleghany County, North Carolina",126000.0,37558.0,10973.0,49.5,21244.0,North Carolina,Alleghany County
2823,"Cleveland County, North Carolina",114300.0,40393.0,97159.0,41.9,21920.0,North Carolina,Cleveland County
2824,"Granville County, North Carolina",149400.0,55628.0,58874.0,42.6,26228.0,North Carolina,Granville County
2825,"Hoke County, North Carolina",139000.0,47535.0,53239.0,32.5,20656.0,North Carolina,Hoke County
2826,"Iredell County, North Carolina",180700.0,58198.0,172525.0,40.4,32006.0,North Carolina,Iredell County
2827,"Pitt County, North Carolina",141100.0,44315.0,177372.0,32.2,25722.0,North Carolina,Pitt County
2828,"Cherokee County, North Carolina",152200.0,40294.0,27668.0,50.9,22754.0,North Carolina,Cherokee County
2829,"Wilkes County, North Carolina",124000.0,40829.0,68460.0,44.5,23745.0,North Carolina,Wilkes County
2830,"Alexander County, North Carolina",130600.0,44961.0,37119.0,43.4,24452.0,North Carolina,Alexander County
2831,"Carteret County, North Carolina",207900.0,54428.0,68920.0,47.9,32005.0,North Carolina,Carteret County
2832,"Pasquotank County, North Carolina",158700.0,48279.0,39479.0,38.2,23699.0,North Carolina,Pasquotank County
2833,"Swain County, North Carolina",123200.0,36773.0,14254.0,41.4,20984.0,North Carolina,Swain County
2834,"Anson County, North Carolina",89300.0,39126.0,25306.0,40.5,20124.0,North Carolina,Anson County
2835,"Franklin County, North Carolina",143700.0,53175.0,64902.0,41.3,26273.0,North Carolina,Franklin County
2836,"Macon County, North Carolina",165800.0,43597.0,34410.0,49.8,28429.0,North Carolina,Macon County
2837,"Transylvania County, North Carolina",211300.0,46629.0,33513.0,50.7,27050.0,North Carolina,Transylvania County
2838,"Columbus County, North Carolina",87300.0,36398.0,56293.0,42.0,22081.0,North Carolina,Columbus County
2839,"Montgomery County, North Carolina",108300.0,42346.0,27338.0,43.3,22760.0,North Carolina,Montgomery County
2840,"Richmond County, North Carolina",80100.0,36091.0,45189.0,40.5,20745.0,North Carolina,Richmond County
2841,"Surry County, North Carolina",121000.0,41068.0,72099.0,43.8,23957.0,North Carolina,Surry County
2842,"Buncombe County, North Carolina",222300.0,50668.0,254474.0,42.1,31439.0,North Carolina,Buncombe County
2843,"Cabarrus County, North Carolina",189100.0,64174.0,201448.0,37.9,31050.0,North Carolina,Cabarrus County
2844,"Davidson County, North Carolina",137000.0,47271.0,164664.0,42.3,25109.0,North Carolina,Davidson County
2845,"Hertford County, North Carolina",85400.0,37005.0,24153.0,42.1,18918.0,North Carolina,Hertford County
2846,"Pender County, North Carolina",179500.0,52989.0,59020.0,42.9,27724.0,North Carolina,Pender County
2847,"Watauga County, North Carolina",239400.0,45268.0,54117.0,31.2,24906.0,North Carolina,Watauga County
2848,"Tyrrell County, North Carolina",109900.0,35472.0,4119.0,49.2,18682.0,North Carolina,Tyrrell County
2849,"Traill County, North Dakota",139400.0,62870.0,8019.0,41.3,32712.0,North Dakota,Traill County
2850,"Dickey County, North Dakota",105300.0,60918.0,4970.0,43.1,32943.0,North Dakota,Dickey County
2851,"Ward County, North Dakota",209400.0,67753.0,69034.0,31.4,34382.0,North Dakota,Ward County
2852,"McHenry County, North Dakota",123200.0,62637.0,5927.0,42.8,37626.0,North Dakota,McHenry County
2853,"Benson County, North Dakota",73600.0,44313.0,6886.0,30.5,21407.0,North Dakota,Benson County
2854,"Renville County, North Dakota",140400.0,68182.0,2495.0,41.0,33635.0,North Dakota,Renville County
2855,"Burleigh County, North Dakota",250600.0,69719.0,93737.0,36.9,37764.0,North Dakota,Burleigh County
2856,"Oliver County, North Dakota",177600.0,68333.0,1837.0,50.0,33849.0,North Dakota,Oliver County
2857,"Ramsey County, North Dakota",152100.0,57313.0,11557.0,41.6,35059.0,North Dakota,Ramsey County
2858,"Griggs County, North Dakota",98200.0,52794.0,2266.0,50.2,35069.0,North Dakota,Griggs County
2859,"Sheridan County, North Dakota",83400.0,49261.0,1405.0,51.5,32559.0,North Dakota,Sheridan County
2860,"Wells County, North Dakota",97900.0,57989.0,4055.0,52.1,34602.0,North Dakota,Wells County
2861,"Mahoning County, Ohio",103400.0,44682.0,231064.0,43.5,27429.0,Ohio,Mahoning County
2862,"Scioto County, Ohio",94500.0,39731.0,76377.0,39.9,23042.0,Ohio,Scioto County
2863,"Meigs County, Ohio",92900.0,43591.0,23160.0,43.6,23897.0,Ohio,Meigs County
2864,"Pike County, Ohio",106500.0,43729.0,28214.0,40.8,22301.0,Ohio,Pike County
2865,"Hamilton County, Ohio",149300.0,54976.0,812037.0,36.8,34125.0,Ohio,Hamilton County
2866,"Erie County, Ohio",136700.0,52270.0,75136.0,44.8,31677.0,Ohio,Erie County
2867,"Lawrence County, Ohio",103000.0,44372.0,60622.0,41.6,23692.0,Ohio,Lawrence County
2868,"Tuscarawas County, Ohio",121900.0,51170.0,92526.0,41.0,26034.0,Ohio,Tuscarawas County
2869,"Brown County, Ohio",124500.0,52356.0,43679.0,41.8,25637.0,Ohio,Brown County
2870,"Licking County, Ohio",164100.0,62715.0,172293.0,39.7,30338.0,Ohio,Licking County
2871,"Carroll County, Ohio",123900.0,52394.0,27578.0,45.3,28421.0,Ohio,Carroll County
2872,"Clermont County, Ohio",164200.0,64822.0,203216.0,39.8,32900.0,Ohio,Clermont County
2873,"Highland County, Ohio",111700.0,43297.0,43007.0,40.4,22624.0,Ohio,Highland County
2874,"Portage County, Ohio",157300.0,56618.0,162644.0,37.9,29439.0,Ohio,Portage County
2875,"Belmont County, Ohio",98500.0,49361.0,68472.0,44.5,26106.0,Ohio,Belmont County
2876,"Perry County, Ohio",107600.0,48811.0,35985.0,39.9,22659.0,Ohio,Perry County
2877,"Bandera County, Texas",167600.0,53683.0,21763.0,52.1,28539.0,Texas,Bandera County
2878,"Robertson County, Texas",104000.0,54201.0,16890.0,40.9,25465.0,Texas,Robertson County
2879,"Taylor County, Texas",119100.0,50818.0,136348.0,32.3,26469.0,Texas,Taylor County
2880,"Trinity County, Texas",79700.0,40407.0,14569.0,48.7,22265.0,Texas,Trinity County
2881,"Cochran County, Texas",34100.0,42798.0,2904.0,34.5,21014.0,Texas,Cochran County
2882,"Comal County, Texas",262400.0,75356.0,135097.0,42.0,36899.0,Texas,Comal County
2883,"Houston County, Texas",84500.0,34297.0,22955.0,44.0,18080.0,Texas,Houston County
2884,"Potter County, Texas",90100.0,43157.0,120899.0,33.8,22267.0,Texas,Potter County
2885,"Scurry County, Texas",88100.0,55889.0,17239.0,36.1,24508.0,Texas,Scurry County
2886,"Crane County, Texas",91900.0,70398.0,4839.0,32.4,26113.0,Texas,Crane County
2887,"Stonewall County, Texas",58200.0,48000.0,1385.0,52.0,28746.0,Texas,Stonewall County
2888,"Brown County, Texas",97500.0,45457.0,37834.0,41.3,25145.0,Texas,Brown County
2889,"Bee County, Texas",88200.0,42032.0,32691.0,35.4,17390.0,Texas,Bee County
2890,"McCulloch County, Texas",85600.0,45329.0,8098.0,44.6,24409.0,Texas,McCulloch County
2891,"Lee County, Texas",125700.0,55000.0,16952.0,41.5,25876.0,Texas,Lee County
2892,"Ellis County, Texas",172900.0,72213.0,168838.0,36.1,30727.0,Texas,Ellis County
2893,"Kerr County, Texas",170600.0,52473.0,51365.0,47.7,30498.0,Texas,Kerr County
2894,"Falls County, Texas",66200.0,38032.0,17299.0,39.3,17830.0,Texas,Falls County
2895,"Montgomery County, Iowa",83400.0,47648.0,10155.0,44.0,28780.0,Iowa,Montgomery County
2896,"Mahaska County, Iowa",114000.0,52950.0,22208.0,39.7,27061.0,Iowa,Mahaska County
2897,"Buchanan County, Iowa",138000.0,61409.0,21125.0,38.7,31495.0,Iowa,Buchanan County
2898,"Decatur County, Iowa",76800.0,42614.0,8044.0,36.4,22037.0,Iowa,Decatur County
2899,"Jackson County, Kansas",132500.0,55904.0,13318.0,41.6,27950.0,Kansas,Jackson County
2900,"Logan County, Kansas",87200.0,51597.0,2810.0,40.0,27883.0,Kansas,Logan County
2901,"Wyandotte County, Kansas",95600.0,44873.0,164345.0,33.7,21298.0,Kansas,Wyandotte County
2902,"Clay County, Kansas",97300.0,56186.0,8142.0,43.0,32110.0,Kansas,Clay County
2903,"Saline County, Kansas",128500.0,50515.0,54977.0,38.5,27737.0,Kansas,Saline County
2904,"Wabaunsee County, Kansas",129100.0,60450.0,6888.0,43.8,28104.0,Kansas,Wabaunsee County
2905,"Mitchell County, Kansas",85300.0,45221.0,6222.0,43.5,24732.0,Kansas,Mitchell County
2906,"Atchison County, Kansas",101600.0,48667.0,16363.0,36.1,24224.0,Kansas,Atchison County
2907,"Finney County, Kansas",140500.0,56573.0,36957.0,30.5,23637.0,Kansas,Finney County
2908,"Leavenworth County, Kansas",173900.0,71184.0,80042.0,37.6,31639.0,Kansas,Leavenworth County
2909,"Stanton County, Kansas",79700.0,46726.0,2063.0,39.6,23542.0,Kansas,Stanton County
2910,"Meade County, Kansas",92700.0,55568.0,4261.0,37.3,27273.0,Kansas,Meade County
2911,"Pratt County, Kansas",93200.0,54029.0,9582.0,38.5,27050.0,Kansas,Pratt County
2912,"Anderson County, Kansas",93400.0,46274.0,7852.0,41.5,23210.0,Kansas,Anderson County
2913,"Geary County, Kansas",142200.0,49185.0,34895.0,26.1,22797.0,Kansas,Geary County
2914,"Ford County, Kansas",109900.0,53072.0,34484.0,31.9,23348.0,Kansas,Ford County
2915,"Marshall County, Kansas",94900.0,50234.0,9798.0,44.0,27167.0,Kansas,Marshall County
2916,"Cheyenne County, Kansas",84000.0,46833.0,2677.0,45.7,28467.0,Kansas,Cheyenne County
2917,"Cowley County, Kansas",87300.0,48087.0,35591.0,38.8,23778.0,Kansas,Cowley County
2918,"Franklin County, Kansas",125600.0,55486.0,25563.0,39.1,26757.0,Kansas,Franklin County
2919,"Jewell County, Kansas",52800.0,42552.0,2916.0,52.6,26908.0,Kansas,Jewell County
2920,"Rice County, Kansas",74700.0,50764.0,9762.0,39.1,23971.0,Kansas,Rice County
2921,"Chase County, Kansas",96200.0,46295.0,2645.0,44.4,25105.0,Kansas,Chase County
2922,"Wichita County, Kansas",88900.0,57566.0,2143.0,45.0,29762.0,Kansas,Wichita County
2923,"Norton County, Kansas",75100.0,49891.0,5486.0,43.2,26953.0,Kansas,Norton County
2924,"Barton County, Kansas",92300.0,50198.0,26791.0,40.0,27133.0,Kansas,Barton County
2925,"Edwards County, Kansas",60600.0,49293.0,2925.0,44.7,27309.0,Kansas,Edwards County
2926,"Rush County, Kansas",72300.0,40598.0,3102.0,47.6,25590.0,Kansas,Rush County
2927,"Marion County, Kansas",86800.0,51262.0,12032.0,44.7,25756.0,Kansas,Marion County
2928,"Ottawa County, Kansas",98800.0,51971.0,5902.0,42.6,27610.0,Kansas,Ottawa County
2929,"Barber County, Kansas",66400.0,50613.0,4733.0,43.8,28984.0,Kansas,Barber County
2930,"Dickinson County, Kansas",109500.0,48167.0,19004.0,41.5,26201.0,Kansas,Dickinson County
2931,"Trimble County, Kentucky",118100.0,47470.0,8637.0,43.0,26089.0,Kentucky,Trimble County
2932,"Hickman County, Kentucky",79100.0,40463.0,4568.0,46.6,24432.0,Kentucky,Hickman County
2933,"Nelson County, Kentucky",149500.0,57469.0,45388.0,39.5,31387.0,Kentucky,Nelson County
2934,"Grant County, Kentucky",129000.0,45610.0,24915.0,36.0,22073.0,Kentucky,Grant County
2935,"Logan County, Kentucky",108900.0,43842.0,26849.0,40.8,23177.0,Kentucky,Logan County
2936,"Pendleton County, Kentucky",104900.0,52620.0,14520.0,41.1,22620.0,Kentucky,Pendleton County
2937,"Spencer County, Kentucky",201300.0,77738.0,18246.0,41.6,33568.0,Kentucky,Spencer County
2938,"Bath County, Kentucky",88200.0,40837.0,12268.0,40.4,21175.0,Kentucky,Bath County
2939,"Boyle County, Kentucky",142100.0,43274.0,29913.0,40.3,24933.0,Kentucky,Boyle County
2940,"Harlan County, Kentucky",58500.0,26324.0,27134.0,41.2,15834.0,Kentucky,Harlan County
2941,"Lincoln County, Kentucky",100500.0,39833.0,24458.0,40.5,20212.0,Kentucky,Lincoln County
2942,"Monroe County, Kentucky",74600.0,34167.0,10634.0,41.6,23025.0,Kentucky,Monroe County
2943,"Union County, Kentucky",86500.0,42844.0,14802.0,37.6,22027.0,Kentucky,Union County
2944,"Calloway County, Kentucky",137200.0,40219.0,38776.0,35.3,22489.0,Kentucky,Calloway County
2945,"Daviess County, Kentucky",130800.0,49836.0,99937.0,38.7,27462.0,Kentucky,Daviess County
2946,"Pulaski County, Kentucky",110500.0,37921.0,64145.0,41.9,22342.0,Kentucky,Pulaski County
2947,"Henderson County, Kentucky",127200.0,45389.0,46137.0,40.8,25376.0,Kentucky,Henderson County
2948,"Knott County, Kentucky",51200.0,29326.0,15513.0,42.6,18201.0,Kentucky,Knott County
2949,"Muhlenberg County, Kentucky",85700.0,43110.0,31081.0,42.4,21521.0,Kentucky,Muhlenberg County
2950,"Adair County, Kentucky",89600.0,39346.0,19241.0,41.5,20166.0,Kentucky,Adair County
2951,"Cumberland County, Kentucky",91400.0,32906.0,6713.0,46.1,17926.0,Kentucky,Cumberland County
2952,"Lee County, Kentucky",65000.0,23972.0,6751.0,44.1,17179.0,Kentucky,Lee County
2953,"Lewis County, Kentucky",67400.0,31096.0,13490.0,42.9,20059.0,Kentucky,Lewis County
2954,"Woodford County, Kentucky",196700.0,62629.0,26097.0,42.4,31259.0,Kentucky,Woodford County
2955,"Jessamine County, Kentucky",168100.0,56728.0,52422.0,37.9,30215.0,Kentucky,Jessamine County
2956,"Letcher County, Kentucky",58500.0,29856.0,22676.0,42.2,18811.0,Kentucky,Letcher County
2957,"McCracken County, Kentucky",138900.0,44486.0,65284.0,42.1,31850.0,Kentucky,McCracken County
2958,"Whitley County, Kentucky",87700.0,36897.0,36089.0,36.8,19145.0,Kentucky,Whitley County
2959,"Floyd County, Kentucky",72700.0,31267.0,36926.0,41.9,18462.0,Kentucky,Floyd County
2960,"McCreary County, Kentucky",64400.0,23273.0,17635.0,40.0,12903.0,Kentucky,McCreary County
2961,"Metcalfe County, Kentucky",78300.0,35809.0,10004.0,43.4,19436.0,Kentucky,Metcalfe County
2962,"Rowan County, Kentucky",125800.0,37639.0,24499.0,30.4,19692.0,Kentucky,Rowan County
2963,"Clark County, Kentucky",141600.0,52938.0,35872.0,42.2,27416.0,Kentucky,Clark County
2964,"Carroll County, Kentucky",111200.0,43258.0,10711.0,38.1,23546.0,Kentucky,Carroll County
2965,"Estill County, Kentucky",75300.0,31337.0,14313.0,43.7,17658.0,Kentucky,Estill County
2966,"Greenup County, Kentucky",109100.0,49343.0,35765.0,43.4,26712.0,Kentucky,Greenup County
2967,"Carter County, Kentucky",88400.0,33067.0,27290.0,41.0,17782.0,Kentucky,Carter County
2968,"Lafourche Parish, Louisiana",151600.0,53089.0,98214.0,37.5,27375.0,Louisiana,Lafourche Parish
2969,"Jefferson Davis Parish, Louisiana",111600.0,39653.0,31467.0,37.7,24582.0,Louisiana,Jefferson Davis Parish
2970,"West Feliciana Parish, Louisiana",204500.0,55510.0,15377.0,40.6,23565.0,Louisiana,West Feliciana Parish
2971,"Beauregard Parish, Louisiana",116600.0,50738.0,36769.0,37.6,26075.0,Louisiana,Beauregard Parish
2972,"Evangeline Parish, Louisiana",92200.0,32180.0,33636.0,35.4,18344.0,Louisiana,Evangeline Parish
