,NAME,Median Home Value,Household Income,Population,Median Age,Per Capita Income,State,County
815,"Columbia County, Washington",170800.0,51111.0,4001.0,49.4,31206.0,Washington,Columbia County
816,"Asotin County, Washington",181800.0,50423.0,22337.0,45.0,27896.0,Washington,Asotin County
817,"Garfield County, Washington",139100.0,52525.0,2224.0,45.5,25539.0,Washington,Garfield County
818,"Mason County, Washington",216000.0,55726.0,62627.0,45.6,27253.0,Washington,Mason County
819,"Stevens County, Washington",187000.0,49200.0,44214.0,46.6,25197.0,Washington,Stevens County
820,"Spokane County, Washington",209000.0,54852.0,497875.0,37.5,29982.0,Washington,Spokane County
821,"Chelan County, Washington",274500.0,56135.0,75757.0,40.2,29204.0,Washington,Chelan County
822,"Rock County, Wisconsin",139800.0,55832.0,161769.0,39.5,28103.0,Wisconsin,Rock County
823,"Waushara County, Wisconsin",143100.0,51195.0,24116.0,49.0,27347.0,Wisconsin,Waushara County
824,"Adams County, Wisconsin",125100.0,43280.0,20073.0,53.3,25591.0,Wisconsin,Adams County
825,"Bayfield County, Wisconsin",166300.0,52910.0,14992.0,52.0,29886.0,Wisconsin,Bayfield County
826,"Lafayette County, Wisconsin",134600.0,59629.0,16735.0,41.4,28198.0,Wisconsin,Lafayette County
827,"Monroe County, Wisconsin",149400.0,58178.0,45502.0,39.5,27729.0,Wisconsin,Monroe County
828,"Pierce County, Wisconsin",197500.0,72111.0,41603.0,36.8,32525.0,Wisconsin,Pierce County
829,"Wood County, Wisconsin",129900.0,53473.0,73274.0,43.8,30006.0,Wisconsin,Wood County
830,"Ashland County, Wisconsin",110100.0,43861.0,15712.0,41.8,23505.0,Wisconsin,Ashland County
831,"Calumet County, Wisconsin",173200.0,72530.0,49807.0,40.1,34015.0,Wisconsin,Calumet County
832,"Florence County, Wisconsin",130800.0,49128.0,4337.0,52.4,30674.0,Wisconsin,Florence County
833,"Clark County, Wisconsin",121300.0,51872.0,34491.0,37.6,24114.0,Wisconsin,Clark County
834,"Jefferson County, Wisconsin",184300.0,63676.0,84652.0,40.7,30329.0,Wisconsin,Jefferson County
835,"Kenosha County, Wisconsin",169000.0,60929.0,168330.0,38.2,30740.0,Wisconsin,Kenosha County
836,"Iron County, Wisconsin",113100.0,40801.0,5715.0,54.5,28550.0,Wisconsin,Iron County
837,"St. Croix County, Wisconsin",233600.0,81124.0,87917.0,38.6,37419.0,Wisconsin,St. Croix County
838,"Oconto County, Wisconsin",155300.0,57105.0,37556.0,46.5,29392.0,Wisconsin,Oconto County
839,"Lincoln County, Wisconsin",139800.0,56086.0,27848.0,47.2,29642.0,Wisconsin,Lincoln County
840,"Waupaca County, Wisconsin",145600.0,57680.0,51444.0,45.4,30627.0,Wisconsin,Waupaca County
841,"Barron County, Wisconsin",150200.0,50903.0,45252.0,44.1,28326.0,Wisconsin,Barron County
842,"Sawyer County, Wisconsin",164700.0,44555.0,16370.0,50.2,30094.0,Wisconsin,Sawyer County
843,"Green Lake County, Wisconsin",142600.0,53260.0,18757.0,45.4,27915.0,Wisconsin,Green Lake County
844,"Marquette County, Wisconsin",150300.0,49586.0,15207.0,49.8,26068.0,Wisconsin,Marquette County
845,"Marinette County, Wisconsin",117100.0,47497.0,40537.0,48.3,26959.0,Wisconsin,Marinette County
846,"Racine County, Wisconsin",169900.0,59749.0,195398.0,40.1,30386.0,Wisconsin,Racine County
847,"Winnebago County, Wisconsin",149500.0,57124.0,169926.0,38.2,33000.0,Wisconsin,Winnebago County
848,"Forest County, Wisconsin",130200.0,44313.0,9018.0,46.7,24808.0,Wisconsin,Forest County
849,"Grant County, Wisconsin",144000.0,52958.0,51828.0,35.7,24974.0,Wisconsin,Grant County
850,"Rusk County, Wisconsin",110400.0,44302.0,14183.0,49.1,24731.0,Wisconsin,Rusk County
851,"Sheboygan County, Wisconsin",153700.0,58943.0,115205.0,41.3,30151.0,Wisconsin,Sheboygan County
852,"Langlade County, Wisconsin",113200.0,46557.0,19164.0,48.2,26212.0,Wisconsin,Langlade County
853,"Outagamie County, Wisconsin",163800.0,63536.0,184754.0,37.9,32098.0,Wisconsin,Outagamie County
854,"Vernon County, Wisconsin",152300.0,50905.0,30516.0,41.9,26726.0,Wisconsin,Vernon County
855,"Columbia County, Wisconsin",187000.0,65348.0,56954.0,42.4,33012.0,Wisconsin,Columbia County
856,"Kewaunee County, Wisconsin",157700.0,63118.0,20360.0,44.2,30098.0,Wisconsin,Kewaunee County
857,"Brown County, Wisconsin",167000.0,59963.0,259786.0,37.2,31213.0,Wisconsin,Brown County
858,"Marathon County, Wisconsin",152000.0,59543.0,135264.0,40.6,31879.0,Wisconsin,Marathon County
859,"Oneida County, Wisconsin",167800.0,54198.0,35345.0,50.9,32784.0,Wisconsin,Oneida County
860,"Trempealeau County, Wisconsin",151400.0,55865.0,29438.0,40.5,27733.0,Wisconsin,Trempealeau County
861,"Washburn County, Wisconsin",152700.0,48422.0,15689.0,50.7,29336.0,Wisconsin,Washburn County
862,"Dodge County, Wisconsin",159100.0,58870.0,87776.0,42.5,28543.0,Wisconsin,Dodge County
863,"Walworth County, Wisconsin",196400.0,61106.0,103013.0,39.7,30593.0,Wisconsin,Walworth County
864,"Crawford County, Wisconsin",131100.0,48853.0,16288.0,46.0,26038.0,Wisconsin,Crawford County
865,"Manitowoc County, Wisconsin",127200.0,53489.0,79407.0,44.7,28803.0,Wisconsin,Manitowoc County
866,"Sauk County, Wisconsin",174500.0,56732.0,63596.0,41.2,29608.0,Wisconsin,Sauk County
867,"Burnett County, Wisconsin",156100.0,49982.0,15258.0,52.5,28424.0,Wisconsin,Burnett County
868,"Chippewa County, Wisconsin",159000.0,57288.0,63635.0,40.9,28277.0,Wisconsin,Chippewa County
869,"Door County, Wisconsin",207100.0,58287.0,27439.0,52.4,36155.0,Wisconsin,Door County
870,"Douglas County, Wisconsin",143700.0,52480.0,43402.0,41.9,28888.0,Wisconsin,Douglas County
871,"Jackson County, Wisconsin",133200.0,52984.0,20506.0,41.6,26037.0,Wisconsin,Jackson County
872,"Iowa County, Wisconsin",174500.0,62785.0,23620.0,42.5,33674.0,Wisconsin,Iowa County
873,"Ozaukee County, Wisconsin",273000.0,82807.0,88284.0,43.9,47980.0,Wisconsin,Ozaukee County
874,"Richland County, Wisconsin",136800.0,51335.0,17539.0,45.1,26379.0,Wisconsin,Richland County
875,"Campbell County, Wyoming",220200.0,79916.0,47708.0,33.5,33286.0,Wyoming,Campbell County
876,"Johnson County, Wyoming",257800.0,55991.0,8515.0,45.5,34885.0,Wyoming,Johnson County
877,"Natrona County, Wyoming",202600.0,60550.0,80610.0,36.6,33082.0,Wyoming,Natrona County
878,"Converse County, Wyoming",207900.0,63923.0,13997.0,40.1,32069.0,Wyoming,Converse County
879,"Niobrara County, Wyoming",144900.0,39359.0,2448.0,41.0,22688.0,Wyoming,Niobrara County
880,"Teton County, Wyoming",827400.0,83831.0,23059.0,39.3,53703.0,Wyoming,Teton County
881,"Sweetwater County, Wyoming",205800.0,73008.0,44117.0,34.6,32624.0,Wyoming,Sweetwater County
882,"Platte County, Wyoming",173700.0,47096.0,8673.0,47.1,31553.0,Wyoming,Platte County
883,"Park County, Wyoming",254800.0,62666.0,29121.0,44.4,35059.0,Wyoming,Park County
884,"Sheridan County, Wyoming",261500.0,58521.0,30012.0,42.1,34059.0,Wyoming,Sheridan County
885,"Big Horn County, Wyoming",154600.0,53435.0,11901.0,41.3,23978.0,Wyoming,Big Horn County
886,"Crook County, Wyoming",220200.0,64055.0,7410.0,42.6,32256.0,Wyoming,Crook County
887,"Albany County, Wyoming",226900.0,46865.0,38102.0,27.3,26665.0,Wyoming,Albany County
888,"Carbon County, Wyoming",165700.0,60206.0,15477.0,38.0,29890.0,Wyoming,Carbon County
889,"Goshen County, Wyoming",168200.0,49774.0,13438.0,43.4,27739.0,Wyoming,Goshen County
890,"Uinta County, Wyoming",177500.0,58235.0,20609.0,35.5,27009.0,Wyoming,Uinta County
891,"Washakie County, Wyoming",162700.0,53426.0,8129.0,43.5,27556.0,Wyoming,Washakie County
892,"Hot Springs County, Wyoming",151800.0,51875.0,4680.0,49.5,32359.0,Wyoming,Hot Springs County
893,"Fremont County, Wyoming",194100.0,54242.0,40076.0,38.4,27598.0,Wyoming,Fremont County
894,"Sublette County, Wyoming",272600.0,78680.0,9951.0,39.4,33231.0,Wyoming,Sublette County
895,"Weston County, Wyoming",169900.0,52867.0,7100.0,42.9,29152.0,Wyoming,Weston County
896,"Hatillo Municipio, Puerto Rico",93500.0,17201.0,40390.0,41.5,10659.0,Puerto Rico,Hatillo Municipio
897,"Humacao Municipio, Puerto Rico",95400.0,19880.0,53466.0,42.1,12093.0,Puerto Rico,Humacao Municipio
898,"Morovis Municipio, Puerto Rico",100300.0,20589.0,31320.0,37.9,9715.0,Puerto Rico,Morovis Municipio
899,"Mayag�ez Municipio, Puerto Rico",98700.0,14120.0,77255.0,40.7,10678.0,Puerto Rico,Mayag�ez Municipio
900,"Trujillo Alto Municipio, Puerto Rico",147300.0,31193.0,67780.0,39.8,15886.0,Puerto Rico,Trujillo Alto Municipio
901,"Quebradillas Municipio, Puerto Rico",108000.0,16630.0,24036.0,40.4,9819.0,Puerto Rico,Quebradillas Municipio
902,"Moca Municipio, Puerto Rico",96500.0,14155.0,36872.0,39.5,8806.0,Puerto Rico,Moca Municipio
903,"Culebra Municipio, Puerto Rico",113500.0,23802.0,1314.0,42.8,11830.0,Puerto Rico,Culebra Municipio
904,"Salinas Municipio, Puerto Rico",85700.0,16887.0,28633.0,39.9,9034.0,Puerto Rico,Salinas Municipio
905,"Barceloneta Municipio, Puerto Rico",106200.0,16889.0,24299.0,39.9,9170.0,Puerto Rico,Barceloneta Municipio
906,"Yauco Municipio, Puerto Rico",92000.0,14954.0,36439.0,43.0,8339.0,Puerto Rico,Yauco Municipio
907,"Guaynabo Municipio, Puerto Rico",177400.0,33937.0,88663.0,43.6,23895.0,Puerto Rico,Guaynabo Municipio
908,"Cabo Rojo Municipio, Puerto Rico",112400.0,16080.0,49005.0,43.2,9245.0,Puerto Rico,Cabo Rojo Municipio
909,"Fajardo Municipio, Puerto Rico",99500.0,19068.0,32001.0,41.2,11663.0,Puerto Rico,Fajardo Municipio
910,"Patillas Municipio, Puerto Rico",92200.0,15761.0,17334.0,43.9,9223.0,Puerto Rico,Patillas Municipio
911,"Rinc�n Municipio, Puerto Rico",121500.0,21591.0,14269.0,45.4,11650.0,Puerto Rico,Rinc�n Municipio
912,"Aguas Buenas Municipio, Puerto Rico",117300.0,17255.0,26275.0,41.4,10188.0,Puerto Rico,Aguas Buenas Municipio
913,"Bayam�n Municipio, Puerto Rico",134900.0,26017.0,182955.0,41.3,14377.0,Puerto Rico,Bayam�n Municipio
914,"Cayey Municipio, Puerto Rico",117400.0,21320.0,44530.0,42.4,12088.0,Puerto Rico,Cayey Municipio
915,"Maunabo Municipio, Puerto Rico",89400.0,19788.0,11023.0,44.4,9471.0,Puerto Rico,Maunabo Municipio
916,"Pe�uelas Municipio, Puerto Rico",75000.0,17592.0,20984.0,37.3,8609.0,Puerto Rico,Pe�uelas Municipio
917,"San Sebasti�n Municipio, Puerto Rico",97800.0,14812.0,37964.0,43.3,8739.0,Puerto Rico,San Sebasti�n Municipio
918,"Toa Alta Municipio, Puerto Rico",137500.0,28863.0,73405.0,37.7,14241.0,Puerto Rico,Toa Alta Municipio
919,"Vieques Municipio, Puerto Rico",104200.0,15539.0,8771.0,43.6,11156.0,Puerto Rico,Vieques Municipio
920,"Yabucoa Municipio, Puerto Rico",88100.0,16013.0,34149.0,42.5,9148.0,Puerto Rico,Yabucoa Municipio
921,"Caguas Municipio, Puerto Rico",131300.0,25006.0,131363.0,40.5,14654.0,Puerto Rico,Caguas Municipio
922,"Can�vanas Municipio, Puerto Rico",110200.0,20673.0,46108.0,39.1,11920.0,Puerto Rico,Can�vanas Municipio
923,"Coamo Municipio, Puerto Rico",88800.0,19833.0,39265.0,40.7,10761.0,Puerto Rico,Coamo Municipio
924,"Dorado Municipio, Puerto Rico",139000.0,29667.0,37208.0,40.0,16570.0,Puerto Rico,Dorado Municipio
925,"Barranquitas Municipio, Puerto Rico",101200.0,15970.0,28755.0,36.4,8221.0,Puerto Rico,Barranquitas Municipio
926,"Orocovis Municipio, Puerto Rico",89800.0,13319.0,21407.0,38.9,7889.0,Puerto Rico,Orocovis Municipio
927,"A�asco Municipio, Puerto Rico",88800.0,19379.0,27368.0,41.8,10259.0,Puerto Rico,A�asco Municipio
928,"Ceiba Municipio, Puerto Rico",92600.0,19103.0,11853.0,41.9,13044.0,Puerto Rico,Ceiba Municipio
929,"Comer�o Municipio, Puerto Rico",89700.0,12812.0,19539.0,38.6,6903.0,Puerto Rico,Comer�o Municipio
930,"Isabela Municipio, Puerto Rico",105300.0,16748.0,42420.0,41.6,9228.0,Puerto Rico,Isabela Municipio
931,"Lares Municipio, Puerto Rico",88000.0,14540.0,26451.0,42.2,8735.0,Puerto Rico,Lares Municipio
932,"Las Piedras Municipio, Puerto Rico",118500.0,21792.0,37768.0,39.0,11239.0,Puerto Rico,Las Piedras Municipio
933,"San Juan Municipio, Puerto Rico",155700.0,22146.0,344606.0,42.5,18569.0,Puerto Rico,San Juan Municipio
934,"Vega Alta Municipio, Puerto Rico",116000.0,18895.0,37724.0,38.6,11678.0,Puerto Rico,Vega Alta Municipio
935,"Maricao Municipio, Puerto Rico",90800.0,13262.0,6202.0,43.2,5974.0,Puerto Rico,Maricao Municipio
936,"Aibonito Municipio, Puerto Rico",114100.0,19720.0,23457.0,41.6,10630.0,Puerto Rico,Aibonito Municipio
937,"Juncos Municipio, Puerto Rico",108500.0,18969.0,39128.0,38.4,9316.0,Puerto Rico,Juncos Municipio
938,"Sabana Grande Municipio, Puerto Rico",96700.0,16846.0,23054.0,42.1,9560.0,Puerto Rico,Sabana Grande Municipio
939,"Hormigueros Municipio, Puerto Rico",101600.0,19394.0,16180.0,45.8,11874.0,Puerto Rico,Hormigueros Municipio
940,"Adjuntas Municipio, Puerto Rico",85200.0,12902.0,18181.0,40.9,7126.0,Puerto Rico,Adjuntas Municipio
941,"Camuy Municipio, Puerto Rico",100200.0,16831.0,32222.0,40.8,10252.0,Puerto Rico,Camuy Municipio
942,"Gu�nica Municipio, Puerto Rico",90900.0,13242.0,16783.0,42.1,7430.0,Puerto Rico,Gu�nica Municipio
943,"Manat� Municipio, Puerto Rico",108400.0,19459.0,39692.0,41.5,10946.0,Puerto Rico,Manat� Municipio
944,"Naguabo Municipio, Puerto Rico",91200.0,19356.0,26266.0,37.7,9263.0,Puerto Rico,Naguabo Municipio
945,"Naranjito Municipio, Puerto Rico",89900.0,19332.0,28557.0,39.4,9150.0,Puerto Rico,Naranjito Municipio
946,"San Germ�n Municipio, Puerto Rico",90300.0,15619.0,32114.0,43.2,9874.0,Puerto Rico,San Germ�n Municipio
947,"Utuado Municipio, Puerto Rico",91600.0,16533.0,29402.0,42.8,8639.0,Puerto Rico,Utuado Municipio
948,"Arecibo Municipio, Puerto Rico",97400.0,18001.0,87242.0,42.0,10203.0,Puerto Rico,Arecibo Municipio
949,"Arroyo Municipio, Puerto Rico",88900.0,16976.0,18111.0,39.6,7979.0,Puerto Rico,Arroyo Municipio
950,"Cata�o Municipio, Puerto Rico",119200.0,18253.0,24888.0,39.8,12195.0,Puerto Rico,Cata�o Municipio
951,"Florida Municipio, Puerto Rico",93200.0,20315.0,11910.0,39.8,8871.0,Puerto Rico,Florida Municipio
952,"Monroe County, Alabama",103000.0,30141.0,21512.0,42.3,18890.0,Alabama,Monroe County
953,"Lawrence County, Alabama",107200.0,44515.0,33171.0,42.2,23557.0,Alabama,Lawrence County
954,"Lee County, Alabama",165000.0,48056.0,159287.0,31.4,26960.0,Alabama,Lee County
955,"Pickens County, Alabama",97500.0,37458.0,20298.0,42.4,22417.0,Alabama,Pickens County
956,"Sumter County, Alabama",74600.0,23132.0,12985.0,35.8,15882.0,Alabama,Sumter County
957,"Choctaw County, Alabama",75200.0,34884.0,13075.0,46.1,22182.0,Alabama,Choctaw County
958,"Marengo County, Alabama",90000.0,32809.0,19538.0,42.7,23056.0,Alabama,Marengo County
959,"Russell County, Alabama",118600.0,40978.0,58213.0,35.9,22055.0,Alabama,Russell County
960,"Covington County, Alabama",95500.0,40601.0,37351.0,43.9,23071.0,Alabama,Covington County
961,"Crenshaw County, Alabama",79500.0,39812.0,13865.0,41.5,23353.0,Alabama,Crenshaw County
962,"Lauderdale County, Alabama",136400.0,46265.0,92585.0,41.4,27189.0,Alabama,Lauderdale County
963,"Lowndes County, Alabama",66300.0,30833.0,10236.0,41.6,19491.0,Alabama,Lowndes County
964,"Limestone County, Alabama",152900.0,56460.0,93052.0,39.5,27699.0,Alabama,Limestone County
965,"St. Clair County, Alabama",148200.0,54887.0,87306.0,40.3,24861.0,Alabama,St. Clair County
966,"Winston County, Alabama",87800.0,38504.0,23875.0,44.9,21799.0,Alabama,Winston County
967,"Cullman County, Alabama",124100.0,42558.0,82313.0,40.6,22980.0,Alabama,Cullman County
968,"Elmore County, Alabama",161100.0,59347.0,81212.0,38.6,27475.0,Alabama,Elmore County
969,"Jackson County, Alabama",105300.0,39816.0,52094.0,43.3,21608.0,Alabama,Jackson County
970,"Talladega County, Alabama",101800.0,41012.0,80565.0,41.1,22498.0,Alabama,Talladega County
971,"Washington County, Alabama",85200.0,40794.0,16643.0,43.6,22776.0,Alabama,Washington County
972,"Coffee County, Alabama",149100.0,53155.0,51288.0,39.3,27577.0,Alabama,Coffee County
973,"Morgan County, Alabama",131000.0,49751.0,119122.0,40.4,25907.0,Alabama,Morgan County
974,"Chilton County, Alabama",102200.0,45182.0,43930.0,38.6,24611.0,Alabama,Chilton County
975,"Colbert County, Alabama",113500.0,47558.0,54495.0,42.7,24918.0,Alabama,Colbert County
976,"Dale County, Alabama",110100.0,45960.0,49255.0,37.5,23837.0,Alabama,Dale County
977,"Etowah County, Alabama",109900.0,44023.0,102939.0,41.3,24065.0,Alabama,Etowah County
978,"DeKalb County, Alabama",102700.0,39233.0,71200.0,39.3,21004.0,Alabama,DeKalb County
979,"Lamar County, Alabama",77200.0,36756.0,13933.0,44.5,21666.0,Alabama,Lamar County
980,"Randolph County, Alabama",88700.0,41449.0,22574.0,42.7,23247.0,Alabama,Randolph County
981,"Mobile County, Alabama",126600.0,46166.0,414659.0,37.6,25215.0,Alabama,Mobile County
982,"Walker County, Alabama",93100.0,41748.0,64493.0,42.4,22772.0,Alabama,Walker County
983,"Cleburne County, Alabama",112000.0,40188.0,14938.0,42.5,21989.0,Alabama,Cleburne County
984,"Greene County, Alabama",66400.0,21804.0,8426.0,42.5,14209.0,Alabama,Greene County
985,"Barbour County, Alabama",92900.0,34186.0,25782.0,39.9,18461.0,Alabama,Barbour County
986,"Bullock County, Alabama",77500.0,32152.0,10352.0,39.6,20346.0,Alabama,Bullock County
987,"Calhoun County, Alabama",113800.0,45197.0,115098.0,39.7,24706.0,Alabama,Calhoun County
988,"Clarke County, Alabama",100800.0,36127.0,24387.0,42.3,21111.0,Alabama,Clarke County
989,"Montgomery County, Alabama",127500.0,47990.0,226941.0,36.2,28008.0,Alabama,Montgomery County
990,"Marshall County, Alabama",122500.0,42490.0,95145.0,38.7,23833.0,Alabama,Marshall County
991,"Henry County, Alabama",115100.0,48610.0,17124.0,44.1,24069.0,Alabama,Henry County
992,"Madison County, Alabama",180600.0,63417.0,357560.0,38.5,35526.0,Alabama,Madison County
993,"Tallapoosa County, Alabama",107800.0,43361.0,40636.0,43.7,23655.0,Alabama,Tallapoosa County
994,"Aleutians West Census Area, Alaska",247900.0,85517.0,5750.0,37.6,37070.0,Alaska,Aleutians West Census Area
995,"Wilcox County, Alabama",82200.0,27237.0,10809.0,40.8,16584.0,Alabama,Wilcox County
996,"Denali Borough, Alaska",203500.0,84196.0,2232.0,43.1,34956.0,Alaska,Denali Borough
997,"Kenai Peninsula Borough, Alaska",239800.0,66684.0,58220.0,40.8,33820.0,Alaska,Kenai Peninsula Borough
998,"Bristol Bay Borough, Alaska",179500.0,84688.0,890.0,41.8,45259.0,Alaska,Bristol Bay Borough
999,"Kodiak Island Borough, Alaska",275000.0,78281.0,13649.0,33.5,32516.0,Alaska,Kodiak Island Borough
1000,"Northwest Arctic Borough, Alaska",131400.0,62949.0,7734.0,27.2,23230.0,Alaska,Northwest Arctic Borough
1001,"Bethel Census Area, Alaska",110200.0,54212.0,18040.0,27.1,19760.0,Alaska,Bethel Census Area
1002,"North Slope Borough, Alaska",143000.0,75431.0,9797.0,34.8,49903.0,Alaska,North Slope Borough
1003,"Sitka City and Borough, Alaska",349300.0,71534.0,8738.0,38.8,38423.0,Alaska,Sitka City and Borough
1004,"Fairbanks North Star Borough, Alaska",236800.0,77095.0,99653.0,31.1,36374.0,Alaska,Fairbanks North Star Borough
1005,"Ketchikan Gateway Borough, Alaska",272300.0,70356.0,13804.0,39.6,34900.0,Alaska,Ketchikan Gateway Borough
1006,"Matanuska-Susitna Borough, Alaska",243000.0,75905.0,103464.0,35.0,30943.0,Alaska,Matanuska-Susitna Borough
1007,"Nome Census Area, Alaska",149600.0,58987.0,9925.0,28.1,22293.0,Alaska,Nome Census Area
1008,"Dillingham Census Area, Alaska",183200.0,58750.0,4975.0,30.3,25334.0,Alaska,Dillingham Census Area
1009,"Haines Borough, Alaska",258100.0,64342.0,2518.0,44.9,33521.0,Alaska,Haines Borough
1010,"Yakutat City and Borough, Alaska",169300.0,65833.0,689.0,36.4,31878.0,Alaska,Yakutat City and Borough
1011,"Juneau City and Borough, Alaska",344000.0,88213.0,32330.0,38.1,43276.0,Alaska,Juneau City and Borough
1012,"Lake and Peninsula Borough, Alaska",120200.0,46406.0,1375.0,33.5,24571.0,Alaska,Lake and Peninsula Borough
1013,"Southeast Fairbanks Census Area, Alaska",184000.0,71541.0,6876.0,36.3,32409.0,Alaska,Southeast Fairbanks Census Area
1014,"Yukon-Koyukuk Census Area, Alaska",77700.0,40000.0,5415.0,35.3,22386.0,Alaska,Yukon-Koyukuk Census Area
1015,"Anchorage Municipality, Alaska",308000.0,83280.0,296112.0,33.2,39839.0,Alaska,Anchorage Municipality
1016,"Aleutians East Borough, Alaska",123000.0,69706.0,3425.0,42.7,32510.0,Alaska,Aleutians East Borough
1017,"Skagway Municipality, Alaska",314500.0,72237.0,1061.0,38.5,39842.0,Alaska,Skagway Municipality
1018,"Prince of Wales-Hyder Census Area, Alaska",172700.0,54191.0,6474.0,41.0,27236.0,Alaska,Prince of Wales-Hyder Census Area
1019,"Petersburg Borough, Alaska",213100.0,66907.0,3255.0,41.0,33227.0,Alaska,Petersburg Borough
1020,"Kusilvak Census Area, Alaska",76000.0,35539.0,8198.0,23.8,12578.0,Alaska,Kusilvak Census Area
1021,"Maricopa County, Arizona",242700.0,61606.0,4253913.0,36.1,31697.0,Arizona,Maricopa County
1022,"Graham County, Arizona",127000.0,51352.0,37879.0,33.3,18113.0,Arizona,Graham County
1023,"Santa Cruz County, Arizona",148500.0,40467.0,46584.0,36.6,20324.0,Arizona,Santa Cruz County
1024,"La Paz County, Arizona",77600.0,33333.0,20701.0,56.0,21845.0,Arizona,La Paz County
1025,"Mohave County, Arizona",151100.0,43266.0,206064.0,50.9,24829.0,Arizona,Mohave County
1026,"Coconino County, Arizona",261300.0,57616.0,140217.0,30.6,26387.0,Arizona,Coconino County
1027,"Yuma County, Arizona",122000.0,44058.0,207829.0,34.3,21178.0,Arizona,Yuma County
1028,"Greenlee County, Arizona",82400.0,60962.0,9504.0,34.2,25349.0,Arizona,Greenlee County
1029,"Pinal County, Arizona",169800.0,55550.0,419721.0,38.9,23653.0,Arizona,Pinal County
1030,"St. Francis County, Arkansas",63300.0,35356.0,26294.0,38.9,17491.0,Arkansas,St. Francis County
1031,"White County, Arkansas",121300.0,43822.0,78804.0,36.6,23747.0,Arkansas,White County
1032,"Nevada County, Arkansas",64500.0,37635.0,8440.0,44.8,18618.0,Arkansas,Nevada County
1033,"Cross County, Arkansas",83600.0,43838.0,16998.0,41.2,24486.0,Arkansas,Cross County
1034,"Drew County, Arkansas",97600.0,43014.0,18502.0,37.0,23005.0,Arkansas,Drew County
1035,"Columbia County, Arkansas",82800.0,36148.0,23892.0,36.0,21372.0,Arkansas,Columbia County
1036,"Saline County, Arkansas",151700.0,62152.0,118009.0,39.2,29358.0,Arkansas,Saline County
1037,"Van Buren County, Arkansas",101600.0,36897.0,16684.0,47.9,21622.0,Arkansas,Van Buren County
1038,"Izard County, Arkansas",81500.0,40218.0,13559.0,48.0,20501.0,Arkansas,Izard County
1039,"Lincoln County, Arkansas",74400.0,45166.0,13695.0,38.6,13636.0,Arkansas,Lincoln County
1040,"Logan County, Arkansas",90200.0,39748.0,21757.0,41.5,22221.0,Arkansas,Logan County
1041,"Crittenden County, Arkansas",110500.0,39002.0,49013.0,35.1,21882.0,Arkansas,Crittenden County
1042,"Franklin County, Arkansas",94200.0,39463.0,17780.0,41.3,20262.0,Arkansas,Franklin County
1043,"Pike County, Arkansas",82300.0,37406.0,10808.0,42.8,21919.0,Arkansas,Pike County
1044,"Jefferson County, Arkansas",83800.0,38289.0,70424.0,38.8,20925.0,Arkansas,Jefferson County
1045,"Montgomery County, Arkansas",106700.0,37855.0,8993.0,50.0,22347.0,Arkansas,Montgomery County
1046,"Scott County, Arkansas",72800.0,35509.0,10442.0,41.0,17375.0,Arkansas,Scott County
1047,"Sebastian County, Arkansas",119900.0,43240.0,127461.0,37.5,25084.0,Arkansas,Sebastian County
1048,"Benton County, Arkansas",172000.0,64141.0,258980.0,35.3,32624.0,Arkansas,Benton County
1049,"Chicot County, Arkansas",63000.0,33051.0,10826.0,42.7,21843.0,Arkansas,Chicot County
1050,"Johnson County, Arkansas",98900.0,37170.0,26291.0,38.0,19681.0,Arkansas,Johnson County
1051,"Lee County, Arkansas",72700.0,28367.0,9398.0,41.8,15771.0,Arkansas,Lee County
1052,"Pope County, Arkansas",125000.0,41914.0,63644.0,35.0,22110.0,Arkansas,Pope County
1053,"Desha County, Arkansas",62800.0,30234.0,11887.0,39.1,18475.0,Arkansas,Desha County
1054,"Fulton County, Arkansas",93500.0,36184.0,12139.0,48.1,19413.0,Arkansas,Fulton County
1055,"Garland County, Arkansas",138400.0,43146.0,98296.0,44.9,26791.0,Arkansas,Garland County
1056,"Prairie County, Arkansas",68000.0,41846.0,8244.0,46.2,24075.0,Arkansas,Prairie County
1057,"Van Wert County, Ohio",102400.0,52754.0,28281.0,40.9,26698.0,Ohio,Van Wert County
1058,"Washington County, Ohio",125600.0,48572.0,60671.0,44.1,27860.0,Ohio,Washington County
1059,"Williams County, Ohio",98300.0,49491.0,36936.0,41.2,25428.0,Ohio,Williams County
1060,"Auglaize County, Ohio",143800.0,61758.0,45784.0,41.3,29908.0,Ohio,Auglaize County
1061,"Columbiana County, Ohio",106700.0,46306.0,104003.0,44.0,25853.0,Ohio,Columbiana County
1062,"Darke County, Ohio",114900.0,52691.0,51734.0,41.8,26262.0,Ohio,Darke County
1063,"Ottawa County, Ohio",148400.0,57918.0,40709.0,49.0,33081.0,Ohio,Ottawa County
1064,"Fulton County, Ohio",137000.0,60231.0,42305.0,40.8,28411.0,Ohio,Fulton County
1065,"Hardin County, Ohio",98400.0,48773.0,31542.0,35.5,22329.0,Ohio,Hardin County
1066,"Jackson County, Ohio",94600.0,45340.0,32524.0,40.1,22117.0,Ohio,Jackson County
1067,"Lucas County, Ohio",113100.0,46924.0,432379.0,37.9,28361.0,Ohio,Lucas County
1068,"Morrow County, Ohio",144900.0,56010.0,34976.0,41.7,27212.0,Ohio,Morrow County
1069,"Noble County, Ohio",98400.0,47456.0,14443.0,49.7,24616.0,Ohio,Noble County
